job_id,title,company_name,location,description,max_salary,formatted_experience_level,work_type,remote_allowed,original_listed_time
sample_00483,Senior Data Analyst,Meesho,"Hyderabad, Telangana","Seeking a Senior Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",18-28 LPA,Senior,PART_TIME,1,2026-02-28
sample_00484,Data Engineer,Infosys,"Bengaluru, Karnataka","Exciting Data Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Mid-Senior level,PART_TIME,1,2026-05-01
sample_00485,Data Engineer,Meesho,"Chennai, Tamil Nadu","Exciting Data Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Director,CONTRACT,0,2026-05-17
sample_00486,Data Scientist,Zepto,"Mumbai, Maharashtra","Exciting Data Scientist role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",8-14 LPA,Mid-Senior level,PART_TIME,0,2026-03-07
sample_00487,Analytics Engineer,Meesho,"Delhi, Delhi","We need a Analytics Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",8-14 LPA,Entry level,FULL_TIME,0,2026-05-12
sample_00488,Product Analyst,Infosys,"Chennai, Tamil Nadu","We are looking for a Product Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",18-28 LPA,Director,FULL_TIME,0,2026-03-19
sample_00489,Product Analyst,Wipro,"Noida, Uttar Pradesh","Join our analytics team as a Product Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",8-14 LPA,Director,PART_TIME,0,2026-05-15
sample_00490,Data Scientist,Accenture,"Hyderabad, Telangana","Join our analytics team as a Data Scientist. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",8-14 LPA,Senior,FULL_TIME,0,2026-02-22
sample_00491,Senior Data Analyst,Infosys,"Pune, Maharashtra","We need a Senior Data Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Senior,CONTRACT,0,2026-01-18
sample_00492,Senior Data Analyst,Infosys,"Bengaluru, Karnataka","Exciting Senior Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",5-8 LPA,Mid-Senior level,FULL_TIME,0,2025-12-31
sample_00493,ML Engineer,Razorpay,"Gurugram, Haryana","We need a ML Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",5-8 LPA,Entry level,PART_TIME,1,2026-02-14
sample_00494,Product Analyst,PhonePe,"Mumbai, Maharashtra","Exciting Product Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",25-40 LPA,Director,FULL_TIME,1,2026-03-21
sample_00495,BI Developer,TCS,"Bengaluru, Karnataka","Exciting BI Developer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",6-10 LPA,Director,CONTRACT,0,2026-04-15
sample_00496,Data Engineer,TCS,"Hyderabad, Telangana","We are looking for a Data Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",6-10 LPA,Mid-Senior level,FULL_TIME,0,2025-12-31
sample_00497,BI Developer,Wipro,"Chennai, Tamil Nadu","Exciting BI Developer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",12-20 LPA,Director,CONTRACT,0,2026-01-04
sample_00498,ML Engineer,Wipro,"Pune, Maharashtra","Seeking a ML Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Senior,CONTRACT,1,2026-03-07
sample_00499,Data Analyst,Accenture,"Pune, Maharashtra","We need a Data Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",10-18 LPA,Senior,PART_TIME,0,2026-01-02
